user_id,join_date,platform,country,age,gender
09ddfedb-0d0f-461e-841b-d6a571c787da,2024-03-09 00:00:00,Android,ES,37,F
a9b5b523-ce1c-4a34-9996-f1047d5fbb15,2024-06-29 00:00:00,Android,DE,28,M
2258d234-c766-4351-96b3-29fdb0414077,2023-01-17 00:00:00,iOS,CH,39,F
2cf67a9a-3c5a-456a-8768-973e61bcebd9,2023-03-24 00:00:00,Android,CH,36,M
c7927dab-2409-4a5c-9f50-9a8435e0a1fe,2023-10-07 00:00:00,Desktop,BE,27,M
b8c8b65f-ae04-4c74-8ae8-6be70aac1dec,2023-03-04 00:00:00,Android,AT,34,F
b29d874f-add1-4020-b715-6f1c3c90febc,2023-10-16 00:00:00,iOS,DK,54,M
78558c9b-0d3b-462e-977c-47e7867663e9,2023-06-22 00:00:00,Android,PL,24,F
790ed1ed-5df6-45f5-b951-56b9df126d92,2024-06-19 00:00:00,iOS,FR,21,F
708617d0-8233-4372-8a28-fb658751087a,2023-01-22 00:00:00,Desktop,US,36,F
0d8ef247-f18a-42eb-b633-ab2614948403,2023-04-27 00:00:00,Web,MX,46,M
487be375-4210-40bf-9c12-13019bfdb12e,2023-01-07 00:00:00,iOS,ES,72,F
e51ab9aa-2453-48a6-bfde-9cca47664270,2024-01-19 00:00:00,Android,CH,66,F
eb59326a-b5cc-4b2a-82de-bda484e96bb9,2023-08-15 00:00:00,Android,AT,34,F
7b56b8c4-f7e5-4263-85d1-50a744cc262b,2024-06-27 00:00:00,Android,MX,63,F
37d0b3f4-8793-4643-a9d0-2f3dfe4e5dc4,2023-03-15 00:00:00,Desktop,CH,26,M
a6e5b241-532f-4818-8725-efd1f7906a15,2023-03-07 00:00:00,Desktop,FR,30,M
dd865026-3472-4b2b-84bc-f3c1453172f9,2024-03-10 00:00:00,Android,US,54,M
aba53144-df31-4b82-b993-ea0a77a0cd0a,2023-01-08 00:00:00,Desktop,PT,37,M
6f63b16e-e4a1-49c1-9424-d022e5214572,2023-02-16 00:00:00,iOS,PL,33,M
a8803f65-7f2c-493b-bbf6-3a6cddf87270,2024-04-22 00:00:00,Android,FR,20,F
e20f8edd-2023-435c-bcd8-c2c027aee11f,2023-03-30 00:00:00,iOS,DK,31,F
7f793a2f-18e9-4216-af7b-2ba8f6e8be8e,2024-06-15 00:00:00,Android,FR,18,Other
51fd9f4c-928a-44f0-bd25-6b4896b8d895,2024-04-04 00:00:00,Android,AT,74,M
d8c0ff7a-99e2-48bb-b436-e1d119811aa3,2023-03-20 00:00:00,Android,PT,33,M
adc3f6cc-fcb0-457a-a5bf-d46a28c5d343,2024-02-26 00:00:00,Android,FR,39,M
96e9900e-467d-47c7-b04d-a8f71ffc6454,2024-06-30 00:00:00,Desktop,MX,47,M
9bc8ee4e-cca9-4a2d-9e98-a6276dc7d904,2023-07-02 00:00:00,iOS,CA,57,M
22d8cca7-baca-48a4-8ba9-21f9ff551d2d,2023-11-10 00:00:00,Android,IE,26,M
0249c877-e5dd-46b5-bf24-c190753cbcd5,2023-02-09 00:00:00,Web,BE,44,M
efa23258-9d38-4ae4-9e34-5703f8e3bf42,2024-04-20 00:00:00,iOS,DK,29,F
259a2759-31e0-4a04-a31a-7db2c1a978bb,2023-03-16 00:00:00,iOS,SE,24,F
6f135387-00ae-4747-b275-34e10ba1ea0b,2024-04-02 00:00:00,Android,BE,64,F
f2c77002-28e6-47d7-905c-bd20d0f8445c,2023-03-09 00:00:00,Android,PL,36,F
23b10790-d952-410d-aaa4-35b2a3decea0,2023-04-11 00:00:00,Android,GB,28,M
cc20229e-f938-460e-ba14-d4bde5e12a2d,2023-04-05 00:00:00,iOS,NO,64,F
cc166a8c-13f7-4251-9996-45119e946857,2023-01-04 00:00:00,Android,AT,41,F
b2ce43a6-087d-4b84-8976-1458acad14b3,2023-01-24 00:00:00,iOS,DK,52,M
ae60a480-6865-4d18-b7cb-386cfa0d42d5,2023-04-26 00:00:00,iOS,SE,34,M
65442563-8d57-48ba-9ede-31d1145e9722,2024-04-30 00:00:00,Desktop,PT,19,M
ff4f2e47-8ad0-485b-bd6e-6549a2a678c7,2023-12-10 00:00:00,iOS,FI,27,F
6aa649c9-664b-4566-906f-2196a1183930,2024-03-25 00:00:00,Web,AT,41,M
1f67423f-53c6-42bd-951f-20867facdb17,2023-01-19 00:00:00,iOS,MX,19,M
55d7680d-6b1a-450a-8909-2870deec6fc1,2024-01-20 00:00:00,Android,US,29,F
377a17b4-2b13-451b-b3eb-1fa3d8e0093f,2024-06-28 00:00:00,iOS,PL,57,M
068648ce-d6be-4d53-a623-8f13c15e9324,2023-03-26 00:00:00,Desktop,GB,50,M
3ea0fdc9-4234-4158-a348-8cfb5a4f385c,2024-06-03 00:00:00,iOS,DK,48,F
dcca2d3a-5d79-4d40-aeeb-ea22c4825cce,2023-02-03 00:00:00,Android,PL,24,F
ec9e5a6e-3388-490a-b724-a1ae2f3cd0bc,2023-01-08 00:00:00,Android,BE,76,F
82a00421-b6e1-4433-8703-f445f62a9e15,2024-05-11 00:00:00,iOS,PT,38,F
169dc1a3-ff8a-476a-803e-f8470e1b1b6b,2023-05-09 00:00:00,Android,CA,28,M
5b569c6f-4615-44e8-86ee-8b5b6c1b9632,2024-03-01 00:00:00,Android,SE,29,F
e6cefcc1-156a-4db4-9675-ad6d80573fa6,2024-06-19 00:00:00,iOS,US,46,M
23e908d7-46e0-44c6-b817-314750d3ec78,2023-02-11 00:00:00,Desktop,IT,31,M
fe0df6b0-c292-4a8e-9648-f3785a4f32e9,2023-01-06 00:00:00,iOS,SE,63,M
6bbbf24f-99a9-43fe-8838-52e985acbca1,2023-03-18 00:00:00,iOS,PL,28,F
276fa7ef-8b51-4cf7-bffb-5dc62aae6a50,2023-02-14 00:00:00,iOS,DK,41,F
16346756-2e96-43f3-a9aa-a00acb370e87,2023-01-10 00:00:00,Android,ES,29,F
c894ab3a-8d94-4784-ac67-4b6ffbcecc8b,2023-03-05 00:00:00,iOS,ES,51,M
b74ffd7b-538e-4e4c-8be9-bac2af191834,2024-05-27 00:00:00,iOS,DE,42,F
2f5d86e6-69fd-4f12-918a-ec7c172ceb2e,2023-01-25 00:00:00,Android,NL,24,M
60b3811c-21e1-4972-9da6-ecd9f09e44ff,2023-03-28 00:00:00,Android,SE,43,M
139b1bd8-6574-434e-83e8-2e17890c18bb,2024-03-27 00:00:00,Android,US,36,M
0fdc0fc4-96c2-447f-a397-6ae2ea136046,2024-06-30 00:00:00,iOS,IE,23,M
4320fce9-ff11-4893-998b-8cca3b3b1462,2024-06-05 00:00:00,Desktop,CA,24,M
6b639024-6a7e-4071-937c-db3f58f6e982,2024-06-16 00:00:00,Android,ES,47,M
6b021fb5-0894-421b-aee1-e4a41b67ec52,2023-01-03 00:00:00,Android,ES,21,M
c5a7f2e6-6382-4f24-815d-751309ac36ff,2024-05-24 00:00:00,Android,DE,49,M
97f4a670-4694-46c9-9fb7-302fab4e39f0,2024-05-07 00:00:00,Desktop,NO,33,F
c0c563be-6a20-4694-9fc5-474250db0b65,2023-03-15 00:00:00,Android,IE,33,F
229e0963-1a12-42ea-b374-562500c8fd02,2024-01-05 00:00:00,iOS,GB,48,F
15a8fa8d-2f0c-4ad0-9b23-5d131262494f,2023-03-12 00:00:00,Android,NL,23,F
06f041d9-3baa-4ad5-8d00-19320a1eeb38,2023-03-25 00:00:00,iOS,FI,66,M
97b1ba85-c360-4d5e-9c7b-62c9ef8e0df6,2023-09-22 00:00:00,Web,FI,52,M
11c45721-8230-452f-b1ae-1769b4544b8a,2023-06-21 00:00:00,iOS,NL,21,F
7f7e07e0-4d1b-444d-959d-c437fc82eb88,2024-05-31 00:00:00,iOS,CA,48,M
47577e99-cf53-45b1-8a36-4a6e46c35e25,2023-03-13 00:00:00,Android,GB,65,M
1c73e794-3392-4d44-97ff-dcbd012c98ee,2023-11-25 00:00:00,iOS,FR,75,M
75cdfa6c-1609-4656-b943-a63a46329d21,2024-06-29 00:00:00,Desktop,BE,78,F
4a8fe011-68ab-496f-90ad-bca9492c8eaa,2024-03-03 00:00:00,Android,NO,45,M
c187380c-763d-47e6-8bf4-16814ba1eec1,2024-05-25 00:00:00,iOS,DK,40,M
9ca6aec3-899c-47a3-8f65-af8c9739d0e9,2023-05-02 00:00:00,iOS,DK,49,F
07e19c5d-7faf-4e44-be00-325ee677f7fd,2023-01-13 00:00:00,Android,NO,25,F
b91a82f8-5e8b-45f8-b1ae-1c7eae3c514b,2023-05-26 00:00:00,Desktop,PT,37,M
bfb237e7-ae2f-4c22-973a-d752aa2e5e50,2023-07-01 00:00:00,Desktop,GB,19,M
8057e48a-a137-4b5a-9ca6-482d41b5dc78,2024-04-21 00:00:00,iOS,ES,28,M
1bff9c57-66b6-414c-9da0-1fc3515ae4ee,2023-11-12 00:00:00,Web,MX,59,F
6fc8bc60-6548-4720-bbce-907ed7a59b9a,2023-01-07 00:00:00,Android,AT,51,M
aa31439f-6846-4210-82c8-a73be6d7ce67,2023-12-21 00:00:00,iOS,GB,26,M
902c7b3b-4589-4336-816f-096a3dd9a926,2024-03-24 00:00:00,iOS,DE,31,Other
cb59fa4b-e0ed-483d-a4d7-c5dd1d509604,2023-02-02 00:00:00,iOS,IT,21,F
0f23371a-b241-490a-b467-879a74d4d869,2023-03-28 00:00:00,iOS,DK,19,M
cc9f535a-1d5f-4812-9ea8-5a22f0e8c388,2023-01-22 00:00:00,iOS,CH,39,M
4eb5ecda-c256-4f0c-9dd8-02ba982c0809,2024-03-28 00:00:00,iOS,FR,37,M
fcc1385e-26ff-4f5f-8c34-ecfb560087b1,2023-10-09 00:00:00,Desktop,DK,69,F
e14bb1ca-67d9-48ed-9454-cc91968a67d7,2023-06-20 00:00:00,iOS,DE,59,F
03a185de-f984-44f2-8763-b060a5eaab7a,2023-11-13 00:00:00,Desktop,DE,61,M
34427cd9-7c39-49b4-afdd-f1f609be2bf1,2023-01-20 00:00:00,Android,IT,41,M
32f5ae20-ef0f-4517-b87f-32a89ebce2ad,2024-06-30 00:00:00,Android,SE,42,F
8a92f664-35b7-49bb-aa3a-3d4f68bae731,2024-04-09 00:00:00,Desktop,BE,30,F
50d4e54e-4d37-407d-800b-da1cf977ef36,2023-02-14 00:00:00,Android,SE,30,F
553464b0-22a5-40c7-a455-9008442b1606,2023-02-22 00:00:00,iOS,US,39,M
fbcd7f25-a621-4501-8956-d9d483d12aed,2023-09-24 00:00:00,Desktop,FR,51,M
e9e4cfbb-017e-4d8e-854a-241a7118a6c4,2023-01-17 00:00:00,iOS,CH,18,F
b06e1331-4a20-407d-881f-61b2cf0625aa,2023-05-23 00:00:00,Android,SE,42,F
d8e9fcf9-0776-47d5-8037-c4ce26fcf656,2023-03-22 00:00:00,Android,GB,37,F
a02f1d05-0504-45c1-a67e-7c7124cea123,2024-02-15 00:00:00,iOS,NO,42,M
8c5a702c-de65-4944-b679-dd266f3b117a,2023-03-06 00:00:00,iOS,GB,31,Other
3e1df652-5084-4818-85cc-c9c83074a740,2024-06-30 00:00:00,Web,DE,62,F
3090e8c5-93e5-41b9-8aba-c0b9417320a5,2023-08-17 00:00:00,iOS,MX,36,F
f93e550e-e47f-46b0-a059-edb529bbb566,2024-06-30 00:00:00,Android,PL,45,M
29209b57-a61d-4b92-8dab-dc15f763bbcd,2023-10-01 00:00:00,Android,IT,26,M
1301d391-ddaa-4224-b3e1-d2c1fd70ad00,2023-03-19 00:00:00,iOS,MX,58,F
eeb97ffc-fdc1-421a-945c-73b910101489,2024-03-17 00:00:00,Android,US,20,M
c13e5e37-8180-452a-8671-271e7028864c,2024-01-08 00:00:00,Desktop,DE,49,F
15cec24c-79dc-4ee5-9db9-cc54ea9189df,2024-04-22 00:00:00,Android,IT,18,M
de18339f-3c5b-4342-84b6-754dd2405b2b,2023-02-06 00:00:00,Desktop,BE,27,F
e798965e-6d03-47e8-84ab-a07e24f50b3f,2023-03-29 00:00:00,Android,US,26,M
884fadab-9fc2-4ba5-ab08-23d3fcddde30,2023-03-02 00:00:00,iOS,ES,42,Other
44415d0e-c39f-499e-bfea-c18d3ce9ad0d,2023-03-30 00:00:00,iOS,DK,35,F
eaee7b60-66b6-4a19-a12e-29dffa596f43,2023-01-21 00:00:00,Desktop,IT,34,F
a68af2c1-e0b4-4283-8bff-742e4720079e,2023-03-07 00:00:00,Android,CH,22,F
fe1b2ce5-4bda-4a09-8bcb-358a180a713d,2023-02-14 00:00:00,Desktop,ES,23,F
d898687b-923b-4e70-8115-39452b5b8cd3,2023-10-26 00:00:00,Android,NL,31,M
56f0fe5b-e376-44ef-bf1e-ba726a8b609f,2024-01-19 00:00:00,Android,MX,23,M
877200fc-80d4-41ba-a720-6dcee166a4e2,2023-09-03 00:00:00,Android,IT,26,F
d5a28345-99f8-426b-b1c6-b88f9f61b414,2023-10-20 00:00:00,Web,PL,43,F
26583fbe-df44-4b17-acd8-a50197ad7cf6,2023-08-23 00:00:00,Android,AT,71,M
d3e979e9-7ba6-4223-907b-c5663f32ff85,2024-06-28 00:00:00,Android,DE,27,F
b8827d9c-7826-4744-bf70-5ae73f457d06,2023-05-04 00:00:00,Android,IT,31,F
19dd84da-587c-4de3-9995-51b3821400c6,2024-06-08 00:00:00,Web,FI,41,M
dd5d0fde-1eff-4012-920c-33dfc8a54e51,2023-03-21 00:00:00,Android,IT,19,M
24eddca7-105e-4ee5-980d-4bbde5417b48,2023-01-21 00:00:00,Android,ES,36,M
1b597329-446b-49c5-85a6-44d10eba9af6,2023-04-02 00:00:00,Desktop,PT,26,M
12bcc7c9-66f8-4711-9e11-451109a04734,2023-05-11 00:00:00,Android,AT,27,F
bdc08cab-533c-4c0b-8530-920274d34ddf,2024-03-12 00:00:00,Android,GB,70,Other
35c0776f-56f9-4a77-a423-35e7df9de49e,2023-02-10 00:00:00,Desktop,MX,39,M
c36edf22-6561-4c3c-a452-5ee707c03f49,2023-05-04 00:00:00,Desktop,DE,55,M
f893ff93-7895-417a-a2a3-37a467fb5c37,2024-03-17 00:00:00,iOS,BE,21,F
55adc0db-8425-4c0d-b39e-c53776903f86,2024-04-26 00:00:00,iOS,IE,45,F
e6049ae4-eaeb-4bf5-9710-b1061d4a5b44,2023-04-27 00:00:00,iOS,PT,45,M
077f3796-c0c8-48cd-ac1e-91a54eeba035,2023-08-17 00:00:00,Web,AT,29,F
488228e1-e512-4140-93af-7a0ef60c5e51,2023-07-16 00:00:00,iOS,PL,32,M
8313f677-e10f-4df6-8955-10cbff434dd1,2024-06-03 00:00:00,Android,DK,61,F
ab4b259c-1c08-46bb-8120-1e4419452ede,2023-11-18 00:00:00,Desktop,DE,38,M
549966ac-bca0-4e31-80cf-dd9bcf248ef7,2023-01-05 00:00:00,iOS,DE,46,M
0aa52f8d-3542-40ed-9851-a2ac3b23e5de,2024-06-30 00:00:00,Android,ES,25,M
9033db03-65cb-4dd7-afd8-b32245cd1323,2024-05-16 00:00:00,Android,CH,47,M
6881029d-c93c-4a41-a228-4feadbbc43d0,2023-01-27 00:00:00,Android,DK,59,F
218ca35b-1f25-40bb-91a1-f65f1482745d,2024-06-13 00:00:00,iOS,CA,29,Other
93053766-fd1c-4ba4-8a2d-e4abc2f330f0,2024-06-30 00:00:00,Android,IE,47,M
39f700f9-3023-4506-8cf0-173ab6cd31c2,2023-03-16 00:00:00,Desktop,PL,46,M
f6cd9db6-4a8f-4cad-985e-cce1c023f6cc,2024-06-29 00:00:00,Android,FI,52,M
561d6777-1238-4477-9cf7-f50d848bf01a,2024-06-27 00:00:00,iOS,CA,59,Other
09b295f4-15d2-4651-b86d-392286a5f3d3,2023-01-23 00:00:00,iOS,FI,18,M
fe20c971-d5f1-4125-b8ef-c57ef635fb39,2024-06-27 00:00:00,Android,SE,45,F
a472beec-d3c7-4f9a-89ea-16d9ad60276d,2023-04-18 00:00:00,Desktop,IE,24,M
03b2bb08-8a80-41bb-a33d-4e78ad01c196,2024-06-30 00:00:00,Android,NL,25,M
0176bbef-3ae6-49b0-a528-3158186eb4f9,2023-01-08 00:00:00,Android,FR,36,F
e3c22de9-78db-4905-abd6-cebedeff56a1,2023-09-07 00:00:00,Desktop,MX,56,Other
70f08ede-b72d-48d1-8542-64bfc40ff99b,2023-10-01 00:00:00,Desktop,NO,60,Other
d96c1012-8e70-47cc-a5b5-651eea54b0f4,2023-09-27 00:00:00,Android,IT,77,F
7a04988a-baa2-4a00-b96b-6d27f4036ed2,2024-06-30 00:00:00,Android,IT,19,F
338bf61d-50a6-4d05-a90c-75850a3b9303,2023-03-22 00:00:00,iOS,DK,54,F
eed78745-e6e4-43de-8919-467e4a5d2617,2023-04-02 00:00:00,iOS,CA,51,F
cdd82943-d679-4bb5-9c7d-571ae6550955,2023-10-31 00:00:00,Android,CA,48,F
61f1a6fe-13e8-4015-8270-44281c9e6191,2024-04-21 00:00:00,Android,MX,47,F
161c7deb-c10f-4c98-bb41-913f130d3ec0,2024-03-24 00:00:00,iOS,DK,36,M
1a816208-f454-4622-8da9-79b7c49c1f4e,2024-05-23 00:00:00,iOS,ES,38,M
7543890e-add6-4122-b069-f9189c793d4b,2023-03-17 00:00:00,Android,DE,41,M
2bd13108-7c26-4d40-b4fc-b983ff46adea,2024-04-20 00:00:00,iOS,AT,46,M
9bc8cf3f-c2a0-4cae-93a8-ae0849f0a84d,2024-01-07 00:00:00,Android,FI,26,M
3dcb77fd-a9fd-437b-8999-8acbae868429,2023-06-03 00:00:00,Android,MX,28,F
b5864832-663b-4689-9fd4-65b6e9c988b2,2023-12-05 00:00:00,Android,CA,29,M
f141a9b4-cafe-4c49-9108-9c866c3aed00,2023-10-13 00:00:00,iOS,GB,29,M
c3a5558b-5778-46cb-95f8-40be01955f4d,2024-06-14 00:00:00,Web,PT,59,F
cda49dba-6d25-48b9-8d5a-825418a894fd,2024-02-04 00:00:00,Android,FI,36,F
8ee62122-b5ec-4bf5-bddf-d85f40d5592d,2024-05-14 00:00:00,iOS,FI,24,F
0e04a4c0-3554-4592-83f9-bfb4e5d304b8,2023-06-18 00:00:00,iOS,PL,32,M
af4a4c00-b19c-4de1-bcf3-e925b6db8100,2023-03-12 00:00:00,Android,MX,18,F
3642a8de-99a0-4d3a-bc51-7c810c9afa68,2024-02-04 00:00:00,Desktop,NL,24,M
3965e1f4-b899-4c5d-9b0d-c5059bceeec6,2023-02-11 00:00:00,Desktop,CH,37,F
dba5afc9-6a71-4a7e-826e-6b184d82adf1,2024-06-16 00:00:00,iOS,US,75,F
b6670f74-ff95-485d-be4c-f48c7dd85350,2024-06-06 00:00:00,Android,BE,39,F
f8e1f3a9-e217-4d41-9ea8-3c405e3f1e5f,2024-05-03 00:00:00,iOS,IE,28,M
c47c4372-8b90-4130-82c8-94607b02d0f9,2024-06-24 00:00:00,iOS,NO,74,F
67c63a37-fae0-4a7f-983c-b4715c4e0bd2,2023-10-28 00:00:00,iOS,NL,25,F
0a81bd59-e7d6-482c-9ace-94e3358f40c2,2024-06-26 00:00:00,Android,BE,49,M
d393881b-402d-427e-895f-b93b6909da8f,2024-04-03 00:00:00,Android,NO,60,F
79f4a2ac-f1ed-4b18-9842-c21f8ff71f05,2024-05-25 00:00:00,iOS,IT,60,M
