user_id,step,completion_date
696f1674-eac7-45d0-9ce1-8252b7e72f96,FirstAction,2024-07-09 00:00:00
696f1674-eac7-45d0-9ce1-8252b7e72f96,Completed,2024-07-10 00:00:00
1f466664-ef67-4208-ab77-b91923d9d5d4,SignUp,2024-04-27 00:00:00
1f466664-ef67-4208-ab77-b91923d9d5d4,ProfileCreation,2024-04-27 00:00:00
1f466664-ef67-4208-ab77-b91923d9d5d4,Tutorial,2024-04-29 00:00:00
1f466664-ef67-4208-ab77-b91923d9d5d4,FirstAction,2024-04-29 00:00:00
1f466664-ef67-4208-ab77-b91923d9d5d4,Completed,2024-04-30 00:00:00
738a8dce-9813-4234-94f9-db65d3390f9b,SignUp,2024-01-06 00:00:00
738a8dce-9813-4234-94f9-db65d3390f9b,ProfileCreation,2024-01-08 00:00:00
738a8dce-9813-4234-94f9-db65d3390f9b,Tutorial,2024-01-11 00:00:00
738a8dce-9813-4234-94f9-db65d3390f9b,FirstAction,2024-01-11 00:00:00
738a8dce-9813-4234-94f9-db65d3390f9b,Completed,2024-01-12 00:00:00
cb2ea155-d027-4e08-a9cb-d6f45a33c10d,SignUp,2023-02-10 00:00:00
cb2ea155-d027-4e08-a9cb-d6f45a33c10d,ProfileCreation,2023-02-13 00:00:00
cb2ea155-d027-4e08-a9cb-d6f45a33c10d,Tutorial,2023-02-16 00:00:00
cb2ea155-d027-4e08-a9cb-d6f45a33c10d,FirstAction,2023-02-19 00:00:00
cb2ea155-d027-4e08-a9cb-d6f45a33c10d,Completed,2023-02-21 00:00:00
0e9d2f4f-8a3a-4f80-a2b3-809c2b28775b,SignUp,2024-06-19 00:00:00
0e9d2f4f-8a3a-4f80-a2b3-809c2b28775b,ProfileCreation,2024-06-22 00:00:00
0e9d2f4f-8a3a-4f80-a2b3-809c2b28775b,Tutorial,2024-06-22 00:00:00
0e9d2f4f-8a3a-4f80-a2b3-809c2b28775b,FirstAction,2024-06-22 00:00:00
0e9d2f4f-8a3a-4f80-a2b3-809c2b28775b,Completed,2024-06-23 00:00:00
1e8a5461-7a8e-4eea-aa6e-3f52ba2efb0b,SignUp,2024-05-03 00:00:00
1e8a5461-7a8e-4eea-aa6e-3f52ba2efb0b,ProfileCreation,2024-05-06 00:00:00
1e8a5461-7a8e-4eea-aa6e-3f52ba2efb0b,Tutorial,2024-05-08 00:00:00
1e8a5461-7a8e-4eea-aa6e-3f52ba2efb0b,FirstAction,2024-05-10 00:00:00
1e8a5461-7a8e-4eea-aa6e-3f52ba2efb0b,Completed,2024-05-13 00:00:00
22f3ea5e-f5d6-4398-870c-55f6be2cc084,SignUp,2024-01-11 00:00:00
22f3ea5e-f5d6-4398-870c-55f6be2cc084,ProfileCreation,2024-01-11 00:00:00
22f3ea5e-f5d6-4398-870c-55f6be2cc084,Tutorial,2024-01-14 00:00:00
22f3ea5e-f5d6-4398-870c-55f6be2cc084,FirstAction,2024-01-16 00:00:00
22f3ea5e-f5d6-4398-870c-55f6be2cc084,Completed,2024-01-17 00:00:00
4ae59103-dce6-4e6b-a443-0548d47844d7,SignUp,2023-02-12 00:00:00
4ae59103-dce6-4e6b-a443-0548d47844d7,ProfileCreation,2023-02-12 00:00:00
4ae59103-dce6-4e6b-a443-0548d47844d7,Tutorial,2023-02-14 00:00:00
4ae59103-dce6-4e6b-a443-0548d47844d7,FirstAction,2023-02-15 00:00:00
14952407-2d52-448b-86db-1ee39d8c41a4,SignUp,2023-04-15 00:00:00
14952407-2d52-448b-86db-1ee39d8c41a4,ProfileCreation,2023-04-17 00:00:00
14952407-2d52-448b-86db-1ee39d8c41a4,Tutorial,2023-04-17 00:00:00
14952407-2d52-448b-86db-1ee39d8c41a4,FirstAction,2023-04-18 00:00:00
bb7caff7-690d-4fbf-bbaf-cd67fba05ff1,SignUp,2023-12-26 00:00:00
bb7caff7-690d-4fbf-bbaf-cd67fba05ff1,ProfileCreation,2023-12-27 00:00:00
bb7caff7-690d-4fbf-bbaf-cd67fba05ff1,Tutorial,2023-12-27 00:00:00
bb7caff7-690d-4fbf-bbaf-cd67fba05ff1,FirstAction,2023-12-29 00:00:00
bb7caff7-690d-4fbf-bbaf-cd67fba05ff1,Completed,2024-01-01 00:00:00
38dd79fe-75b7-4e1e-aa8a-1fbc9990518c,SignUp,2024-06-29 00:00:00
38dd79fe-75b7-4e1e-aa8a-1fbc9990518c,ProfileCreation,2024-06-29 00:00:00
38dd79fe-75b7-4e1e-aa8a-1fbc9990518c,Tutorial,2024-07-02 00:00:00
38dd79fe-75b7-4e1e-aa8a-1fbc9990518c,FirstAction,2024-07-03 00:00:00
38dd79fe-75b7-4e1e-aa8a-1fbc9990518c,Completed,2024-07-06 00:00:00
08bc1549-62fb-44d2-9bf5-5d74adabb5e1,SignUp,2023-02-01 00:00:00
08bc1549-62fb-44d2-9bf5-5d74adabb5e1,ProfileCreation,2023-02-04 00:00:00
08bc1549-62fb-44d2-9bf5-5d74adabb5e1,Tutorial,2023-02-05 00:00:00
08bc1549-62fb-44d2-9bf5-5d74adabb5e1,FirstAction,2023-02-08 00:00:00
01fbffc8-bb8e-4efc-a66f-cb62bdfd1a36,SignUp,2023-03-09 00:00:00
01fbffc8-bb8e-4efc-a66f-cb62bdfd1a36,ProfileCreation,2023-03-11 00:00:00
01fbffc8-bb8e-4efc-a66f-cb62bdfd1a36,Tutorial,2023-03-11 00:00:00
01fbffc8-bb8e-4efc-a66f-cb62bdfd1a36,FirstAction,2023-03-12 00:00:00
01fbffc8-bb8e-4efc-a66f-cb62bdfd1a36,Completed,2023-03-15 00:00:00
9845a0c7-c307-465e-8f2e-f5d64e5b3f3c,SignUp,2023-09-17 00:00:00
9845a0c7-c307-465e-8f2e-f5d64e5b3f3c,ProfileCreation,2023-09-19 00:00:00
9845a0c7-c307-465e-8f2e-f5d64e5b3f3c,Tutorial,2023-09-22 00:00:00
fe409928-4200-4e4d-8bd7-9573b552c6ac,SignUp,2023-02-05 00:00:00
fe409928-4200-4e4d-8bd7-9573b552c6ac,ProfileCreation,2023-02-05 00:00:00
fe409928-4200-4e4d-8bd7-9573b552c6ac,Tutorial,2023-02-06 00:00:00
fe409928-4200-4e4d-8bd7-9573b552c6ac,FirstAction,2023-02-06 00:00:00
fe409928-4200-4e4d-8bd7-9573b552c6ac,Completed,2023-02-09 00:00:00
c5470e67-e7e3-438d-87b1-d622dfa5b809,SignUp,2024-04-17 00:00:00
58f329c7-9488-4e3e-a4e5-fa22fe514b11,SignUp,2024-04-30 00:00:00
58f329c7-9488-4e3e-a4e5-fa22fe514b11,ProfileCreation,2024-05-02 00:00:00
58f329c7-9488-4e3e-a4e5-fa22fe514b11,Tutorial,2024-05-05 00:00:00
58f329c7-9488-4e3e-a4e5-fa22fe514b11,FirstAction,2024-05-05 00:00:00
a0779b95-0085-4663-8161-b7bb75c7069b,SignUp,2024-05-04 00:00:00
6e640315-f870-447a-a129-71d9a91707bf,SignUp,2024-05-17 00:00:00
6e640315-f870-447a-a129-71d9a91707bf,ProfileCreation,2024-05-17 00:00:00
6e640315-f870-447a-a129-71d9a91707bf,Tutorial,2024-05-18 00:00:00
09ddfedb-0d0f-461e-841b-d6a571c787da,SignUp,2024-03-09 00:00:00
09ddfedb-0d0f-461e-841b-d6a571c787da,ProfileCreation,2024-03-09 00:00:00
09ddfedb-0d0f-461e-841b-d6a571c787da,Tutorial,2024-03-10 00:00:00
09ddfedb-0d0f-461e-841b-d6a571c787da,FirstAction,2024-03-12 00:00:00
09ddfedb-0d0f-461e-841b-d6a571c787da,Completed,2024-03-13 00:00:00
